Nama,Nama_Display,Brand,Harga_Rupiah,Harga_Numeric,Sistem_Operasi,GPU,Tipe_GPU,CPU,Tipe_CPU,RAM,RAM_Numeric,Tipe_RAM,Penyimpanan,Penyimpanan_Numeric,Tipe_Penyimpanan,Berat,Berat_Numeric,Ukuran_Layar,Ukuran_Layar_Numeric,Tipe_Panel_Layar,Resolusi_Layar,Deskripsi,Product_URL,Image_URL,Label,Auto_Tag,Metadata
LENOVO LEGION 5I 15 OLED ULTRA 7 255HX RTX5060 8GB/ 32GB 512GB W11+OHS+M365B 15.1WQXGA 165HZ 24ZRGB 3Y+3ADP BLK -65ID,LENOVO LEGION 5I 15,Lenovo,"28,999,000.00",28999000,Windows 11,NVIDIA GeForce RTX 5060,NVIDIA,Intel Core Ultra 7 255HX,Intel,32 GB,32,DDR5,512 GB,512,SSD,1.9 kg,1.90,"15,1 Inch",15.1,OLED,WQXGA 2560 x 1600,"Brand: Lenovo | Tipe: Legion 5I | Color: Eclipse Black | Operating System: Windows 11 Home Single Language + Microsoft Office Home and Student 2024 + Microsoft 365 Basic | Processor: Intel Core Ultra 7 255HX, 20 Cores, up to 5.2 GHz | Graphics: NVIDIA GeForce RTX 5060 8GB GDDR7 | RAM: 32 GB DDR5 5600 Dual Channel | Storage: 512 GB SSD M.2 PCIe 4.0 NVMe | Main Display Size: 15.1 Inch | Main Display Type: OLED | Display Resolution: WQXGA 2560 x 1600 Refresh Rate: 165Hz Color Gamut: 100 Percent DCI P3 Display Feature: Dolby Vision DisplayHDR True Black 600 Brightness: 500 nits typical 1000 nits peak | Camera: 5MP with E Shutter | Audio: HARMAN Stereo Speaker 2W x2 with Nahimic Audio | Battery: 80 Wh Charger: 245W Slim Tip | Connectivity: Wi-Fi 7, Bluetooth 5.4 | Ports: 2x USB 3.2 Gen 1 1x USB 3.2 Gen 1 Always On 1x USB-C USB 3.2 Gen 2 with Power Delivery and DisplayPort 2.1 1x USB-C Thunderbolt 4 1x HDMI 2.1 1x Audio Jack 1x Ethernet RJ45 1x Power Port Keyboard: 24 Zone RGB Backlit English | Dimension: | Weight: 1.9 kg | Warranty: Official Warranty 3 Years Legion Ultimate Support + 3 Years ADP",https://www.agres.id/products/lenovo-legion-5i-15-oled-ultra-7-255hx-rtx5060-8gb-32gb-512gb-w11ohsm365b-151-wqxga-165hz-24zrgb-3y3adp-blk-65,https://res.cloudinary.com/dbuug9eey/image/upload/v1764816285/products/qfhnmoa1p8gaaug2m1jw.jpg,"gaming berat, editing video, render 3d, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa tinggi gaming berat multitasking ekstrem penyimpanan besar sedang layar sedang layar oled resolusi tinggi cocok gaming cocok multimedia,lenovo legion 5i 15 intel core ultra 7 255hx nvidia geforce rtx 5060 ram 32gb ssd 512gb layar 15.1 inch cpu performa tinggi gaming berat multitasking ekstrem penyimpanan besar sedang oled resolusi cocok multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing sultan premium mulus cepat lancar office kuliah presentasi
LENOVO LEGION 7I 16 OLED ULTRA 9 275HX RTX5070 8GB/ 32GB 1TB W11+OHS+M365B 16.0WQXGA 165HZ PKRGB 3Y+3ADP WHITE -4EID,LENOVO LEGION 7I 16,Lenovo,"38,499,000.00",38499000,Windows 11,NVIDIA GeForce RTX 5070,NVIDIA,Intel Core Ultra 9 275HX,Intel,32 GB,32,DDR5,1 TB,1024,SSD,2 kg,2.00,16 Inch,16.0,OLED,WQXGA 2560 x 1600,"Brand: Lenovo | Tipe: LEGION 7I | Color: Glacier White | Operating System: Windows 11 Home Single Language + Microsoft 365 Basic + Office Home 2024 + Lenovo AI Now | Processor: Intel Core Ultra 9 275HX, 24 Cores (8P + 16E) / 24 Threads, Max Turbo up to 5.4GHz, 36MB Intel Smart Cache | Graphics: NVIDIA GeForce RTX 5070 8GB GDDR7, Boost Clock up to 2347MHz, TGP 115W | RAM: 32 GB DDR5-5600 (2x 16GB, Dual Channel, Upgradable) | Storage: 1 TB M.2 PCIe 4.0 NVMe SSD | Main Display Size: 16 Inch | Main Display Type: OLED, Glossy, 500 nits Typical 1100 nits Peak, 100% DCI-P3, 165Hz, DisplayHDR True Black 1000, Dolby Vision, G-SYNC, Low Blue Light, Flicker Free | Display Resolution: WQXGA 2560 x 1600 | Camera: 5.0MP + IR Webcam with E-shutter | Audio: Stereo Speakers 2W x2 by HARMAN with Nahimic Audio | Battery: 84 Wh Charger: 245 W Slim Tip | Connectivity: Wi-Fi 7 802.11be 2x2, Bluetooth 5.4 | Ports: 2x USB-A 5Gbps 1x USB-C 10Gbps with Power Delivery and DisplayPort 2.1 1x USB-C Thunderbolt 4 USB4 40Gbps with Power Delivery and DisplayPort 2.1 1x HDMI 2.1 1x Headphone / microphone combo jack 1x SD Card Reader 1x Slim Tip Power Connector | Dimension: 361.7 x 263.4 x 15.9-17.9 mm | Weight: Less than 2.0 kg | Warranty: 1 Year Courier or Carry-in + 3Y ADP + 3Y Legion Ultimate Support",https://www.agres.id/products/lenovo-legion-7i-16-oled-ultra-9-275hx-rtx5070-8gb-32gb-1tb-w11ohsm365b-160-wqxga-165hz-pkrgb-3y3adp-white-4eid,https://res.cloudinary.com/dbuug9eey/image/upload/v1767353254/products/iuxszk2ccch5e1wgvx1n.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa sangat tinggi gaming berat gaming extreme multitasking ekstrem penyimpanan sangat besar sedang layar besar layar oled resolusi tinggi cocok gaming cocok multimedia,lenovo legion 7i 16 intel core ultra 9 275hx nvidia geforce rtx 5070 ram 32gb ssd 1tb layar 16.0 inch cpu performa sangat tinggi gaming berat extreme multitasking ekstrem penyimpanan besar sedang oled resolusi cocok multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing nyaman sultan premium mulus cepat lancar office kuliah presentasi
LENOVO LEGION PRO 5I 16 OLED ULTRA 7 255HX RTX5060 8GB/ 16GB 1TB W11+OHS+M365B 16.0WQXGA 165HZ 24ZRGB 3Y+3ADP -35ID,LENOVO LEGION PRO 5I,Lenovo,"28,799,000.00",28799000,Windows 11,NVIDIA GeForce RTX 5060,NVIDIA,Intel Core Ultra 7 255HX,Intel,16 GB,16,DDR5,1 TB,1024,SSD,2.43 kg,2.43,16 Inch,16.0,OLED,WQXGA 2560 x 1600,"Brand: Lenovo | Tipe: Legion | Color: Eclipse Black | Operating System: Windows 11 Home Single Language + Microsoft Office Home and Student + Microsoft 365 Basic | Processor: Intel Core Ultra 7 255HX, 20 Cores 20 Threads, Max Turbo up to 5.2 GHz | Graphics: NVIDIA GeForce RTX 5060 8GB GDDR7, Boost Clock up to 2497 MHz, TGP 115W | RAM: 16 GB DDR5 5600 (Up to 32 GB, 2x SODIMM) | Storage: 1 TB SSD M.2 PCIe 4.0 NVMe | Main Display Size: 16 Inch | Main Display Type: OLED, Glossy, DisplayHDR True Black 1000, Dolby Vision, G SYNC, 100% DCI P3 | Display Resolution: WQXGA 2560 x 1600, 165 Hz | Camera: 5.0 MP Camera with E Shutter | Audio: HARMAN Stereo Speaker 2W x2 with Nahimic Audio | Battery: 80 Wh | Connectivity: Wi-Fi 7, Bluetooth 5.4 | Ports: 2x USB-A USB 3.2 Gen 1 1x USB-A USB 3.2 Gen 2 Always On 1x USB-C USB 3.2 Gen 2 with Power Delivery and DisplayPort 2.1 1x USB-C Thunderbolt 4 USB4 40 Gbps with DisplayPort 2.1 1x HDMI 2.1 1x Audio Jack 1x Ethernet RJ-45 1x Power Connector | Dimension: | Weight: Around 2.43 kg | Warranty: 1 Year Official Warranty + 3 Years Legion Ultimate Support + 3 Years ADP Accidental Damage Protection",https://www.agres.id/products/lenovo-legion-pro-5i-oled-ultra-7-255hx-rtx5060-8gb-16gb-1tb-w11ohsm365b-160-wqxga-165hz-24zrgb-3y3adp--35id,https://res.cloudinary.com/dbuug9eey/image/upload/v1769574070/products/ihbaeu0a1d8qrwvfqd20.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa tinggi gaming berat multitasking lancar penyimpanan sangat besar berat layar besar layar oled resolusi tinggi cocok gaming cocok kerja cocok multimedia,lenovo legion pro 5i intel core ultra 7 255hx nvidia geforce rtx 5060 ram 16gb ssd 1tb layar 16.0 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan sangat besar oled resolusi cocok kerja multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere after effects nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing nyaman sultan premium mulus cepat office kuliah presentasi
LENOVO LEGION PRO 7I 16 OLED ULTRA 9 275HX RTX5090 24GB/ 32GB 1TB W11+OHS+M365B 16.0WQXGA 240HZ PKRGB 3Y+3ADP -90ID,LENOVO LEGION PRO 7I,Lenovo,"70,499,000.00",70499000,Windows 11,NVIDIA GeForce RTX 5090,NVIDIA,Intel Core Ultra 9 275HX,Intel,32 GB,32,DDR5,1 TB,1024,SSD,2.57 kg,2.57,16 Inch,16.0,OLED,WQXGA 2560 x 1600,"Brand: Lenovo | Tipe: Legion | Color: Eclipse Black | Operating System: Windows 11 Home Single Language + Microsoft Office Home 2024 + Microsoft 365 Basic | Processor: Intel Core Ultra 9 275HX, 24 Cores 24 Threads, up to 5.4 GHz | Graphics: NVIDIA GeForce RTX 5090 24 GB GDDR7 | RAM: 32 GB DDR5 6400 Dual Channel | Storage: 1 TB SSD M.2 PCIe 5.0 NVMe | Main Display Size: 16 Inch | Main Display Type: OLED, Glossy, 240 Hz, DisplayHDR True Black 1000 | Display Resolution: WQXGA 2560 x 1600 | Camera: 5 MP Camera with E Shutter | Audio: Nahimic Audio Quad Speaker System | Battery: 80 Wh | Connectivity: Wi-Fi 7, Bluetooth 5.4 | Ports: 2x USB-A USB 3.2 Gen 1 1x USB-A USB 3.2 Gen 2 1x USB-C USB 3.2 Gen 2 with Power Delivery and DisplayPort 2.1 1x Thunderbolt 4 USB4 1x HDMI 2.1 1x Audio Jack 1x Ethernet 2.5GbE 1x Power Port | Dimension: | Weight: 2.57 kg | Warranty: 3 Years Legion Ultimate Support + 3 Years ADP Accidental Damage Protection",https://www.agres.id/products/lenovo-legion-pro-7i-16-oled-ultra-9-275hx-rtx5090-24gb-32gb-1tb-w11ohsm365b-160wqxga-240hz-pkrgb-3y3adp--90id,https://res.cloudinary.com/dbuug9eey/image/upload/v1765879298/products/tea4oahtzn6mdkaawzq5.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa sangat tinggi gaming berat gaming extreme multitasking ekstrem penyimpanan sangat besar berat layar besar layar oled resolusi tinggi cocok gaming cocok multimedia,lenovo legion pro 7i intel core ultra 9 275hx nvidia geforce rtx 5090 ram 32gb ssd 1tb layar 16.0 inch cpu performa sangat tinggi gaming berat extreme multitasking ekstrem penyimpanan besar oled resolusi cocok multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere after effects nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing nyaman sultan premium mulus cepat lancar office kuliah presentasi
LENOVO LOQ 15 I7 13650HX RTX4050 6GB/ 16GB 512GB W11+OHS+M365B 15.6FHD 144HZ 100SRGB 4ZRGB 2Y PREM+2ADP GRY -ARID,LENOVO LOQ 15 I7,Lenovo,"19,799,000.00",19799000,Windows 11,NVIDIA GeForce RTX 4050,NVIDIA,Intel Core i7-13650HX,Intel,16 GB,16,DDR5,512 GB,512,SSD,2.38 kg,2.38,"15,6 Inch",15.6,IPS,FHD 1920 x 1080,"Brand: Lenovo | Tipe: LOQ | Color: Luna Grey | Operating System: Windows 11 Home Single Language + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: Intel Core i7-13650HX, 14 Cores, 20 Threads, up to 4.9 GHz | Graphics: NVIDIA GeForce RTX 4050 6 GB GDDR6 | RAM: 16 GB DDR5 4800 MHz (Up to 32 GB) | Storage: 512 GB SSD NVMe PCIe Gen 4 | Main Display Size: 15.6 Inch | Main Display Type: IPS Anti-Glare | Display Resolution: FHD 1920 x 1080, 144Hz, 100% sRGB | Camera: HD 720p Webcam with E-Shutter | Audio: Stereo speakers with Nahimic Audio | Battery: 60 Wh | Connectivity: Wi-Fi 6, Bluetooth 5.2 | Ports: 3x USB-A 1x USB-C 1x HDMI 2.1 1x Headphone / microphone combo jack 1x Ethernet (RJ-45) | Dimension: | Weight: Starting 2.38 kg | Warranty: Official Lenovo Warranty 2 Years Premium Care + 2 Years Accidental Damage Protection",https://www.agres.id/products/lenovo-loq-15-i7-13650hx-rtx4050-6gb-16gb-512gb-w11ohsm365b-156fhd-144hz-100srgb-4zrgb-2y-prem2adp-gry-arid,https://res.cloudinary.com/dbuug9eey/image/upload/v1766050233/products/zussgvme6pxgvf0lgbog.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, menengah, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa tinggi gaming berat multitasking lancar penyimpanan besar berat layar sedang layar bagus resolusi standar cocok gaming cocok kerja,lenovo loq 15 i7 intel core 13650hx nvidia geforce rtx 4050 ram 16gb ssd 512gb layar 15.6 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan besar sedang bagus resolusi standar cocok kerja kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing nyaman nonton multimedia mulus cepat office kuliah presentasi
LENOVO LOQ 15 RYZEN 7 250 RTX5050 8GB/ 16GB 512GB W11+OHS+M365B 15.6FHD 144HZ 100SRGB 24ZRGB 2Y+2ADP GRY -74ID,LENOVO LOQ 15 RYZEN,Lenovo,"19,499,000.00",19499000,Windows 11,NVIDIA GeForce RTX 5050,NVIDIA,AMD Ryzen 7 250,AMD,16 GB,16,DDR5,512 GB,512,SSD,4 kg,4.00,6 Inch,6.0,IPS,FHD 1920 x 1080,Brand: Lenovo | Tipe: LENOVO LOQ 15 RYZEN | Color: Luna Grey Berat: 2 4 kg Material: PC ABS KONEKTIVITAS Wi Fi 6 plus Bluetooth 5 3 Port tersedia: 3x USB 3 2 Gen 1 1x USB C USB 3 2 Gen 2 PD DisplayPort 1x HDMI 2 1 1x Audio Jack 1x Ethernet RJ45 1x Power Port SOFTWARE Windows 11 Home Single Language Microsoft Office Home Student Microsoft 365 Basic Lenovo AI Now GARANSI RESMI 2 Tahun Premium Care Lenovo 2 Tahun ADP Accidental Damage Protection | Operating System: Windows 11 | Processor: AMD Ryzen 7 250 8C 16T hingga 5 1GHz dengan Ryzen AI 16 TOPS | Graphics: NVIDIA GeForce RTX 5050 8GB GDDR7 TGP 100W 440 AI TOPS | RAM: 16GB DDR5 5600 SODIMM dual channel capable upgrade hingga 32GB | Storage: 512GB SSD M 2 PCIe 4 0 NVMe dual slot upgrade | Main Display Size: 6 Inch | Main Display Type: IPS Anti Glare 144Hz 100 persen sRGB G SYNC Brightness: 300 nits Keyboard: 24 Zone RGB Backlit English | Display Resolution: FHD 1920 x 1080 | Camera: 5 0MP with E Shutter | Audio: Nahimic Audio Stereo Speaker 2W x2 | Battery: 60Wh Charger: 170W Slim Tip DESAIN Layar: 15 6 Inch FHD 1920 x 1080,https://www.agres.id/products/lenovo-loq-15-ryzen-7-250-rtx5050-8gb-16gb-512gb-w11ohsm365b-156fhd-100srgb-2y2adp-gry-74id,https://res.cloudinary.com/dbuug9eey/image/upload/v1765789548/products/t51dwmcc1asnlzuhjdzq.jpg,"gaming berat, editing video, render 3d, ringan, tipis, mudah dibawa, travel, menengah, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa tinggi gaming berat multitasking lancar penyimpanan besar berat layar compact layar bagus resolusi standar cocok gaming cocok kerja,lenovo loq 15 ryzen amd 7 250 nvidia geforce rtx 5050 ram 16gb ssd 512gb layar 6.0 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan besar compact bagus resolusi standar cocok kerja kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing ringan tipis mudah dibawa travel mulus cepat office kuliah presentasi
LENOVO THINKPAD E14 G7 ULTRA 5 226V 16GB 512GB W11PRO 14.0WUXGA 3/3/3 BLK -00ID,LENOVO THINKPAD E14 G7,Lenovo,"21,999,000.00",21999000,Windows 11,Integrated Intel Arc Graphics,Intel,Intel Core Ultra 5 226V,Intel,16 GB,16,LPDDR5X,512 GB,512,SSD,1.32 kg,1.32,14 Inch,14.0,IPS,WUXGA 1920 x 1200,Brand: Lenovo | Tipe: ThinkPad E14 Gen 7 | Color: Black | Operating System: Windows 11 Pro English | Processor: Intel Core Ultra 5 226V 8C 4P + 4LPE 8T Up to 4.5GHz 8MB Intel Smart Cache | Graphics: Integrated Intel Arc Graphics 130V | RAM: 16GB LPDDR5X-8533 Soldered Not Upgradable | Storage: 512GB SSD M.2 PCIe 4.0x4 NVMe | Main Display Size: 14 Inch | Main Display Type: WUXGA IPS Anti-glare 300 nits 60Hz | Display Resolution: 1920 x 1200 | Camera: FHD 1080p + IR Hybrid with Privacy Shutter | Audio: Stereo Speakers 2W x2 Dolby Atmos Audio by HARMAN | Battery: 48Wh Charger: 65W USB-C | Connectivity: Intel Wi-Fi 6E AX211 802.11ax 2x2 + Bluetooth 5.3 | Ports: 2x USB-A 1x USB-C Thunderbolt™ 4 1x HDMI 2.1 1x Headphone / Microphone Combo Jack 1x Ethernet RJ-45 | Dimension: 313 x 220.3 x 19.7 mm | Weight: Starting at 1.32 kg | Warranty: 1 Year Courier or Carry-in + 3Y Premier Support,https://www.agres.id/products/lenovo-thinkpad-e14-ultra-5-226v-16gb-512gb-w11pro-14wuxga-ips-60hz-blk-3y,https://res.cloudinary.com/dbuug9eey/image/upload/v1772444479/products/ndws6nqycv2psewr6ofr.jpg,"ringan, tipis, mudah dibawa, travel, sultan, premium, multitasking, lancar, kinerja cepat, boot cepat, loading cepat",cpu intel performa menengah grafis modern multitasking lancar penyimpanan besar ringan layar sedang layar bagus resolusi standar cocok kerja mudah dibawa,lenovo thinkpad e14 g7 intel core ultra 5 226v integrated arc graphics grafis terintegrasi ram 16gb ssd 512gb layar 14.0 inch cpu performa menengah modern multitasking lancar penyimpanan besar ringan sedang bagus resolusi standar cocok kerja mudah dibawa nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel sultan premium cepat
LENOVO THINKPAD E14 G7 ULTRA 7 255H 16GB 1TB W11PRO 14.0WUXGA 3/3/3 BLK -60ID,LENOVO THINKPAD E14 G7,Lenovo,"26,799,000.00",26799000,Windows 11,Integrated Intel Arc 140T Graphics,Intel,Intel Core Ultra 7 255H,Intel,16 GB,16,DDR5,1 TB,1024,SSD,1.34 kg,1.34,14 Inch,14.0,IPS,WUXGA 1920 x 1200,Brand: Lenovo | Tipe: LENOVO THINKPAD E14 G7 | Color: Black Berat: 1.34 kg KONEKTIVITAS Wi-Fi 6E + Bluetooth 5.3 Port tersedia: 1x USB-A 3.2 Gen 1 1x USB-A 3.2 Gen 2 Always On 1x USB-C Thunderbolt 4 USB4 with Power Delivery and DisplayPort 1x HDMI 2.1 1x Audio Jack 1x Ethernet RJ45 SOFTWARE Windows 11 Pro GARANSI RESMI 3 Tahun Premier Support Upgrade from 1 Tahun Courier Carry In | Operating System: Windows 11 | Processor: Intel Core Ultra 7 255H 16C 16T up to 5.1GHz with Intel AI Boost NPU up to 13 TOPS | Graphics: Integrated Intel Arc 140T Graphics | RAM: 16GB DDR5-5600 SODIMM upgradable up to 64GB | Storage: 1TB SSD M.2 PCIe 4.0 NVMe Opal 2.0 dual slot support | Main Display Size: 14 Inch | Main Display Type: IPS Anti-Glare 45% NTSC 60Hz Brightness: 300 nits Keyboard: Backlit English | Display Resolution: WUXGA 1920 x 1200 | Camera: FHD 1080p IR Hybrid with Privacy Shutter | Audio: Dolby Atmos Stereo Speaker 2W x2 audio by HARMAN | Battery: 48Wh Charger: 65W USB-C DESAIN Layar: 14” WUXGA 1920 x 1200,https://www.agres.id/products/lenovo-thinkpad-e14-g7-ultra-7-255h-16gb-1tb-140wuxga-w11pro-3y-ps-blk-60id,PRODUK HABIS,"gaming berat, editing video, render 3d, ringan, tipis, mudah dibawa, travel, sultan, premium, multitasking, lancar, kinerja cepat, boot cepat, loading cepat",cpu intel performa tinggi grafis modern multitasking lancar penyimpanan sangat besar ringan layar sedang layar bagus resolusi standar cocok kerja mudah dibawa,lenovo thinkpad e14 g7 intel core ultra 7 255h integrated arc 140t graphics grafis terintegrasi ram 16gb ssd 1tb layar 14.0 inch cpu performa tinggi modern multitasking lancar penyimpanan sangat besar ringan sedang bagus resolusi standar cocok kerja mudah dibawa kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe gaming berat editing render 3d travel sultan premium cepat
LENOVO THINKPAD L13 G6 ULTRA 5 225U 16GB 512GB W11PRO 13.3WUXGA IPS 3Y PS BLK -33ID,LENOVO THINKPAD L13 G6,Lenovo,"21,849,000.00",21849000,Windows 11,Integrated Intel Graphics,Intel,Intel Core Ultra 5 225U,Intel,16 GB,16,LPDDR5X,512 GB,512,SSD,1.21 kg,1.21,"13,3 Inch",13.3,IPS,WUXGA 1920 x 1200,Brand: Lenovo | Tipe: ThinkPad L13 Gen 6 | Color: Black | Operating System: Windows 11 Pro | Processor: Intel Core Ultra 5 225U 12 Cores 14 Threads up to 4.8 GHz with Intel AI Boost NPU up to 12 TOPS | Graphics: Integrated Intel Graphics | RAM: 16 GB LPDDR5X 7467 MHz Onboard Not Upgradable | Storage: 512 GB SSD M.2 PCIe 4.0 NVMe Opal 2.0 Upgradable up to 2 TB | Main Display Size: 13.3 Inch | Main Display Type: IPS Anti Glare 45 Percent NTSC DBEF5 | Display Resolution: WUXGA 1920 x 1200 Brightness: 400 nits | Camera: 5 MP plus IR Camera with Privacy Shutter | Audio: Dolby Atmos Stereo Speakers 2W x2 | Battery: 54.7 Wh Power Supply: 65 W USB C Slim GaN Charger | Connectivity: Wi Fi 6E Bluetooth 5.3 | Ports: 2x USB A 3.2 Gen 1 2x USB C Thunderbolt 4 USB4 Power Delivery and DisplayPort 1x HDMI 2.1 1x Audio Jack | Weight: 1.21 kg | Warranty: Official Lenovo Warranty 3 Years Premier Support Upgrade from 1 Year Courier Carry In,https://www.agres.id/products/lenovo-thinkpad-l13-g6-ultra-5-225u-16gb-512gb-w11pro-133wuxga-ips-3y-ps-blk--33id,https://res.cloudinary.com/dbuug9eey/image/upload/v1765865953/products/laqfmbfccuc1laeqcikj.jpg,"ringan, tipis, mudah dibawa, travel, sultan, premium, multitasking, lancar, kinerja cepat, boot cepat, loading cepat",cpu intel performa menengah grafis ringan multitasking lancar penyimpanan sangat besar ringan layar compact layar bagus resolusi standar cocok kerja mudah dibawa cocok office,lenovo thinkpad l13 g6 intel core ultra 5 225u integrated graphics grafis terintegrasi ram 16gb ssd 512gb layar 13.3 inch cpu performa menengah ringan multitasking lancar penyimpanan besar compact bagus resolusi standar cocok kerja mudah dibawa office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel sultan premium cepat
LENOVO THINKPAD X1 CARBON G13 AURA EDITION TOUCH ULTRA 7 258V 32GB 1TB W11PRO 14.0WUXGA 100SRGB 3Y PSP BLK,LENOVO THINKPAD X1 CARBON,Lenovo,"43,499,000.00",43499000,Windows 11,Integrated Intel Arc Graphics,Intel,Intel Core Ultra 7 258V,Intel,32 GB,32,LPDDR5X,1 TB,1024,SSD,0.99 kg,0.99,14 Inch,14.0,IPS,WUXGA 1920 x 1200,"Brand: Lenovo | Tipe: ThinkPad X1 Carbon Gen 13 Aura Edition | Color: Black | Operating System: Windows 11 Pro | Processor: Intel Core Ultra 7 258V, 8 Cores (4P + 4 LP E-Cores), up to 4.8 GHz | Graphics: Integrated Intel Arc Graphics 140V | RAM: 32 GB LPDDR5X 8533 Soldered | Storage: 1 TB SSD NVMe PCIe 4.0 | Main Display Size: 14 Inch | Main Display Type: IPS Touchscreen Anti-glare | Display Resolution: WUXGA 1920 x 1200, 100% sRGB, 500 nits | Camera: FHD 1080p + IR Camera with Privacy Shutter | Audio: Stereo speakers with Dolby Atmos | Battery: 57 Wh Charger: 65 W USB C | Connectivity: Wi Fi 7, Bluetooth 5.4 | Ports: 2x USB A 2x Thunderbolt 4 USB C 1x HDMI 2.1 1x Headphone microphone combo jack | Dimension: 312.8 x 214.75 x 17.95 mm | Weight: 0.99 kg | Warranty: Official Lenovo Warranty 1 Year + 3 Years Premier Support Plus",https://www.agres.id/products/lenovo-thinkpad-x1-carbon-g13-aura-edition-touch-ultra-7-258v-32gb-1tb-w11pro-140wuxga-100srgb-3y-psp-blk-1,https://res.cloudinary.com/dbuug9eey/image/upload/v1770690687/products/l0jsu7c92oc4pdazvyhl.jpg,"gaming berat, editing video, render 3d, ringan, tipis, mudah dibawa, travel, sultan, premium, multitasking, lancar, kinerja cepat, boot cepat, loading cepat",cpu intel performa tinggi grafis modern multitasking ekstrem penyimpanan sangat besar ultra ringan layar sedang layar bagus resolusi standar mudah dibawa,lenovo thinkpad x1 carbon intel core ultra 7 258v integrated arc graphics grafis terintegrasi ram 32gb ssd 1tb layar 14.0 inch cpu performa tinggi modern multitasking ekstrem penyimpanan sangat besar ringan sedang bagus resolusi standar mudah dibawa kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe gaming berat editing render 3d travel sultan premium lancar cepat
