Nama,Nama_Display,Brand,Harga_Rupiah,Harga_Numeric,Sistem_Operasi,GPU,Tipe_GPU,CPU,Tipe_CPU,RAM,RAM_Numeric,Tipe_RAM,Penyimpanan,Penyimpanan_Numeric,Tipe_Penyimpanan,Berat,Berat_Numeric,Ukuran_Layar,Ukuran_Layar_Numeric,Tipe_Panel_Layar,Resolusi_Layar,Deskripsi,Product_URL,Image_URL,Label,Auto_Tag,Metadata
DELL PRO 14 ESSENTIAL PV14255 RYZEN 5 220 8GB 512GB 14.0WUXGA W11PRO 2/2/2 BLK,DELL PRO 14 ESSENTIAL,Dell,"9,999,000.00",9999000,Windows 11,AMD Radeon Graphics,AMD,AMD Ryzen 5 220,AMD,8 GB,8,DDR5,512 GB,512,SSD,1.54 kg,1.54,14 Inch,14.0,IPS,WUXGA 1920 x 1200,"Brand: Dell | Tipe: Pro Essential PV14255 | Color: Carbon Black | Operating System: Windows 11 Pro | Processor: AMD Ryzen 5 220, 6 Cores, up to 4.9 GHz | Graphics: AMD Radeon Graphics | RAM: 8 GB DDR5 5600 MHz (Upgradeable) | Storage: 512 GB SSD NVMe PCIe | Main Display Size: 14 Inch | Main Display Type: IPS, Anti-Glare | Display Resolution: WUXGA 1920 x 1200 | Camera: HD 720p Webcam | Audio: Stereo speakers with Dolby Atmos | Battery: 41 Wh | Connectivity: Wi-Fi 6, Bluetooth | Ports: 2x USB-A 1x USB-C 1x HDMI 1.4 1x Headphone / microphone combo jack 1x SD card reader | Dimension: 314 x 226.15 x 19.9 mm | Weight: 1.54 kg | Warranty: Official Dell Warranty 1 Year Onsite Service",https://www.agres.id/products/dell-pro-14-essential-pv14255-ryzen-5-220-8gb-512gb-140-wuxga-w11pro-2y-black,https://res.cloudinary.com/dbuug9eey/image/upload/v1771644141/products/xw0qa3j1l0ti0eyj52bc.jpg,"murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat",cpu amd performa menengah grafis menengah multitasking cukup penyimpanan besar sedang layar sedang layar bagus resolusi standar,dell pro 14 essential amd ryzen 5 220 radeon graphics ram 8gb ssd 512gb layar 14.0 inch cpu performa menengah grafis multitasking cukup penyimpanan besar sedang bagus resolusi standar nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt main game ringan valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator murah tugas office dasar cepat
HP 14 I3 1315 8GB 512GB W11+OHS+M365B 14.0FHD BLIT COPILOT 2Y GLD -EP0260TU,HP 14 I3 1315,HP,"8,299,000.00",8299000,Windows 11,Intel UHD Graphics,Intel,Intel Core i3-1315U,Intel,8 GB,8,DDR4,512 GB,512,SSD,1.41 kg,1.41,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: HP | Tipe: HP 14 | Color: Warm Gold | Operating System: Windows 11 Home SL + Microsoft Office Home + Microsoft 365 Basic | Processor: Intel Core i3-1315U, 6 Cores / 8 Threads, up to 4.5 GHz | Graphics: Intel UHD Graphics | RAM: 8 GB DDR4 3200 MHz (1x8 GB) | Storage: 512 GB SSD PCIe NVMe M.2 | Main Display Size: 14 Inch | Main Display Type: Anti-Glare | Display Resolution: FHD 1920 x 1080, 250 nits | Camera: HP True Vision 1080p FHD Camera | Audio: Two built-in stereo speakers | Battery: 41 Wh | Connectivity: Wi-Fi 6, Bluetooth 5.4 | Ports: 2x USB-A 5Gbps 1x USB-C 5Gbps 1x HDMI 1.4b 1x Headphone / microphone combo jack 1x AC Smart Pin | Dimension: | Weight: 1.41 kg | Warranty: Official HP Warranty 2 Years",https://www.agres.id/products/hp-14-i3-1315-8gb-512gb-w11ohsm365b-140fhd-blit-copilot-2y-gld-ep0260tu,https://res.cloudinary.com/dbuug9eey/image/upload/v1765173405/products/jbdhsltgqkpfs2pwtb72.jpg,"ringan, tipis, mudah dibawa, travel, murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking cukup penyimpanan besar ringan layar sedang layar bagus resolusi standar mudah dibawa cocok office,hp 14 i3 1315 intel core 1315u uhd graphics grafis terintegrasi ram 8gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking cukup penyimpanan besar sedang bagus resolusi standar mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel murah tugas cepat
HP ENVY X360 14 OLED RYZEN 7 8840HS 32GB 1TB W11+OHS 14.0 2.8K 120HZ BLIT PEN 2Y+2ADP 2IN1 SLV -FA0888AU,HP ENVY X360 14,HP,"18,999,000.00",18999000,Windows 11,AMD Radeon Graphics,AMD,AMD Ryzen 7 8840HS,AMD,32 GB,32,LPDDR5,1 TB,1024,SSD,1.39 kg,1.39,14 Inch,14.0,OLED,2.8K 2880 x 1800,"Brand: HP | Tipe: Envy x360 | Color: Natural Silver | Operating System: Windows 11 Home + Microsoft Office Home & Student | Processor: AMD Ryzen 7 8840HS, 8 Cores, up to 5.1 GHz | Graphics: AMD Radeon Graphics | RAM: 32 GB LPDDR5-6400 Onboard | Storage: 1 TB SSD NVMe PCIe Gen4 | Main Display Size: 14 Inch | Main Display Type: OLED Multitouch, Edge-to-edge Glass, UWVA, Low Blue Light | Display Resolution: 2.8K 2880 x 1800, 100% DCI-P3, SDR 400 nits, HDR 500 nits | Camera: 5 MP IR Camera | Audio: Poly Studio Dual Speakers, DTS:X Ultra, HP Audio Boost | Battery: 59 Wh | Connectivity: Wi-Fi 7, Bluetooth 5.4 | Ports: 2x USB-A 1x USB-C 1x Thunderbolt 4 USB-C 1x HDMI 2.1 1x Headphone / microphone combo jack | Dimension: | Weight: 1.39 kg | Warranty: Official HP Warranty 2 Years + Accidental Damage Protection",https://www.agres.id/products/hp-envy-x360-14-oled-ryzen-7-8840hs-32gb-1tb-w11ohs-140-28k-120hz-blit-pen-2yadp-2in1-slv--fa0888au,https://res.cloudinary.com/dbuug9eey/image/upload/v1765367615/products/k4cjdpf80dtwrlrhtppr.jpg,"ringan, tipis, mudah dibawa, travel, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa tinggi grafis menengah multitasking ekstrem penyimpanan sangat besar ringan layar sedang layar oled resolusi tinggi mudah dibawa cocok multimedia,hp envy x360 14 amd ryzen 7 8840hs radeon graphics ram 32gb ssd 1tb layar 14.0 inch cpu performa tinggi grafis menengah multitasking ekstrem penyimpanan sangat besar ringan sedang oled resolusi mudah dibawa cocok multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam travel lancar cepat office kuliah presentasi
HP HYPERX OMEN 15 I7 14650HX RTX5060 8GB/ 24GB 1TB W11+OHS+M365B 15.3WQXGA 180HZ 100SRGB 4ZRGB 2Y+2ADP BLK -GA0888TX,HP HYPERX OMEN 15,HP,"24,999,000.00",24999000,Windows 11,NVIDIA GeForce RTX 5060,NVIDIA,Intel Core i7-14650HX,Intel,24 GB,24,DDR5,1 TB,1024,SSD,2.21 kg,2.21,"15,3 Inch",15.3,IPS,WQXGA 2560 x 1600,"Brand: HP | Tipe: HyperX OMEN | Color: Shadow Black | Operating System: Windows 11 Home Single Language + Office Home & Student + Microsoft 365 Basic | Processor: Intel Core i7-14650HX (up to 5.2 GHz with Intel Turbo Boost Technology, 30 MB L3 Cache, 16 Cores, 24 Threads) | Graphics: NVIDIA GeForce RTX 5060 Laptop GPU 8 GB GDDR7 | RAM: 24 GB DDR5-5600 (1 x 24 GB, Upgradeable, 2 Slots) | Storage: 1 TB PCIe Gen4 NVMe™ M.2 SSD | Main Display Size: 15.3 Inch | Main Display Type: IPS, Anti-Glare, Micro-Edge, 180 Hz, 3 ms Response Time, 500 nits | Display Resolution: WQXGA 2560 x 1600, 100% sRGB | Camera: 1080p FHD Webcam with HDR Auto Switch and Dual Array Digital Microphones | Audio: Dual Speakers, DTS:X Ultra, HP Audio Boost, HyperX | Battery: 70 Wh 4-Cell Li-ion Polymer Charger: 280 W AC Adapter | Connectivity: Realtek Wi-Fi 6 (2x2), Bluetooth 5.4, Integrated 10/100/1000 GbE LAN | Ports: 2x USB Type-A 10Gbps 1x USB Type-C 10Gbps (Power Delivery 3.1, DisplayPort™ 1.4, HP Sleep and Charge) 1x HDMI 2.1 1x RJ-45 1x Headphone / microphone combo jack 1x AC Smart Pin | Dimension: 34.3 x 25.3 x 2.25 cm (Front) / 34.3 x 25.3 x 2.36 cm (Rear) | Weight: 2.21 kg | Warranty: Official HP Warranty 2 Years",https://www.agres.id/products/hp-omen-15-ga0888tx-i7-14650hx-24gb-1tb-rtx5060-8gb-w11-153wqxga-ips-180hz-blk,https://res.cloudinary.com/dbuug9eey/image/upload/v1771903671/products/gjlt28fffiykoh9cuihd.jpg,"gaming berat, editing video, render 3d, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa tinggi gaming berat multitasking lancar penyimpanan sangat besar berat layar sedang layar bagus resolusi tinggi cocok gaming cocok kerja cocok multimedia,hp hyperx omen 15 intel core i7 14650hx nvidia geforce rtx 5060 ram 24gb ssd 1tb layar 15.3 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan sangat besar sedang bagus resolusi cocok kerja multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing sultan premium mulus cepat office kuliah presentasi
HP HYPERX OMEN 15 RYZEN 5 240 RTX5050 8GB/ 16GB 1TB W11+OHS+M365B 15.3WQXGA 180HZ 100SRGB 4ZRGB 2Y+2ADP BLK -GB0555AX,HP HYPERX OMEN 15,HP,"20,599,000.00",20599000,Windows 11,NVIDIA GeForce RTX 5050,NVIDIA,AMD Ryzen 5 240,AMD,16 GB,16,DDR5,1 TB,1024,SSD,2.42 kg,2.42,"15,3 Inch",15.3,IPS,WQXGA 2560 x 1600,"Brand: HP | Tipe: HyperX OMEN 15-gb0555AX (D36YYPA) | Color: Shadow Black | Operating System: Windows 11 Home + Microsoft Office Home & Student + 1 Year Microsoft 365 Basic | Processor: AMD Ryzen 5 240 (up to 5.0 GHz max boost clock, 16 MB L3 cache, 6 Cores, 12 Threads) with AMD Ryzen AI (16 NPU TOPS) | Graphics: NVIDIA GeForce RTX 5050 Laptop GPU 8 GB GDDR7 | RAM: 16 GB DDR5-5600 MT/s (Upgradeable, 2 Slots, 1 x 16 GB Installed) | Storage: 1 TB PCIe Gen4 NVMe™ M.2 SSD | Main Display Size: 15.3 Inch | Main Display Type: IPS, Micro-edge, Anti-glare, Low Blue Light, 500 nits, 100% sRGB | Display Resolution: WQXGA 2560 x 1600, 180 Hz, 3 ms, 16:10 | Camera: 1080p FHD with HDR Auto Switch, Dual Array Digital Microphones | Audio: DTS:X Ultra, Dual Speakers, HP Audio Boost, HyperX | Battery: 4-Cell 70 Wh Li-ion Polymer Charger: 150 W AC Adapter (Supports Fast Charge 50% in 30 Minutes) | Connectivity: Realtek Wi-Fi 6 (2x2), Bluetooth 5.4, Integrated 10/100/1000 GbE LAN | Ports: 2x USB Type-A 10Gbps 1x USB Type-C 10Gbps (USB Power Delivery 3.1, DisplayPort™ 1.4, HP Sleep and Charge) 1x HDMI 2.1 1x RJ-45 1x Headphone / microphone combo jack 1x AC Smart Pin | Dimension: 34.3 x 25.3 x 2.36 cm | Weight: Starting at 2.42 kg | Warranty: Official HP 2 Year Limited Warranty (Parts and Labor)",https://www.agres.id/products/hp-hyperx-omen-15-ryzen-5-240-rtx5050-8gb-16gb-1tb-w11ohsm365b-153wqxga-180hz-100srgb-4zrgb-2y2adp-blk-gb0555ax,https://res.cloudinary.com/dbuug9eey/image/upload/v1771410255/products/jqfzqf1isuysrufee2lg.jpg,"gaming berat, editing video, render 3d, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa menengah gaming berat multitasking lancar penyimpanan sangat besar berat layar sedang layar bagus resolusi tinggi cocok gaming cocok kerja cocok multimedia,hp hyperx omen 15 amd ryzen 5 240 nvidia geforce rtx 5050 ram 16gb ssd 1tb layar 15.3 inch cpu performa menengah gaming berat multitasking lancar penyimpanan sangat besar sedang bagus resolusi tinggi cocok kerja multimedia nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing sultan premium mulus cepat office
HP OMNIBOOK 5 FLIP TOUCH 14 CORE I5 120U 16GB 512GB W11+OHS+M365B 14.0 2K 2Y+2ADP 2IN1 PEN SLV -FP0558TU,HP OMNIBOOK 5 FLIP,HP,"13,549,000.00",13549000,Windows 11,Intel Graphics,Intel,Intel Core 5 120U,Intel,16 GB,16,LPDDR5,512 GB,512,SSD,1.62 kg,1.62,14 Inch,14.0,IPS,WUXGA 1920 x 1200,"Brand: HP | Tipe: OmniBook 5 Flip Touch | Color: Glacier Silver | Operating System: Windows 11 Home Single Language + Office Home 2024 + 1 Year Microsoft 365 Basic | Processor: Intel Core 5 120U, up to 5.0 GHz with Intel Turbo Boost Technology, 10 Cores, 12 Threads | Graphics: Intel Graphics | RAM: 16 GB LPDDR5 | Storage: 512 GB PCIe Gen4 NVMe M.2 SSD | Main Display Size: 14 Inch | Main Display Type: IPS Multitouch, Edge-to-edge Glass, Micro-edge | Display Resolution: WUXGA 1920 x 1200, 300 nits, 62.5% sRGB | Camera: 5 MP IR Camera | Audio: Dual Speakers with HP Audio Boost | Battery: 4 Cell 68 Wh Charger: 45 W USB Type-C | Connectivity: Wi-Fi 6, Bluetooth 5.4 | Ports: 2x USB Type-A 2x USB Type-C 1x HDMI 2.1 | Dimension: 31.3 x 21.99 x 1.84 cm | Weight: 1.62 kg | Warranty: Official HP Warranty 2 Years Included: HP USB-C Rechargeable MPP2.0 Stylus Pen, HP Everyday 16 Inch Laptop Backpack",https://www.agres.id/products/hp-omnibook-5-flip-14-touch-i5-120u-16gb-512gb-w110hsm365-140-2k-2yadp-slv-fp0558tu,https://res.cloudinary.com/dbuug9eey/image/upload/v1772769488/products/coogbawejj1marp9s6ca.jpg,"menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking lancar penyimpanan besar sedang layar sedang layar bagus resolusi standar cocok kerja cocok office,hp omnibook 5 flip intel core 120u graphics grafis terintegrasi ram 16gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking lancar penyimpanan besar sedang bagus resolusi standar cocok kerja office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data cepat
HP OMNIBOOK 7 AERO AI 13 RYZEN AI 7 350 16GB 512GB W11+OHS+M365B 13.3WQXGA IPS WHT -BG1778AU,HP OMNIBOOK 7 AERO,HP,"16,199,000.00",16199000,Windows 11,AMD Radeon 860M Graphics,AMD,AMD Ryzen AI 7 350,AMD,16 GB,16,LPDDR5X,512 GB,512,SSD,1 kg,1.00,"13,3 Inch",13.3,IPS,WQXGA 2560 x 1600,Brand: HP | Tipe: OmniBook 7 Aero 13 | Color: Ceramic White | Operating System: Windows 11 Home Single Language + Office Home & Student + Microsoft 365 Basic | Processor: AMD Ryzen AI 7 350 Up to 5.0 GHz 8 Cores 16 Threads 16 MB L3 Cache | Graphics: AMD Radeon 860M Graphics | RAM: 16 GB LPDDR5X-7500 Onboard | Storage: 512 GB PCIe Gen4 NVMe™ M.2 SSD | Main Display Size: 13.3 Inch | Main Display Type: WQXGA IPS Micro-edge Anti-glare 400 nits 100% sRGB | Display Resolution: 2560 x 1600 | Camera: 5MP IR Camera with Dual Array Microphones | Audio: Dual Speakers DTS:X Ultra HP Audio Boost Poly Studio | Battery: 43 Wh Charger: 65 W USB Type-C | Connectivity: Wi-Fi 6 2x2 Bluetooth 5.4 | Ports: 2x USB Type-A 2x USB Type-C 1x HDMI 2.1 1x Headphone / Microphone Combo Jack | Dimension: 29.73 x 21.12 x 1.74 cm | Weight: Less than 1 kg | Warranty: 1 Year Official Warranty with Accidental Damage Protection,https://www.agres.id/products/hp-omnibook-aero-7-13-ryzen-ai-7-350-16gb-512gb-w11ohsm365b-133wqxga-ips-wht-bg1778au,https://res.cloudinary.com/dbuug9eey/image/upload/v1772445502/products/hdmxdu3fsu1fl5vrip3m.jpg,"ringan, tipis, mudah dibawa, travel, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa dasar ai ready grafis menengah multitasking lancar penyimpanan besar ultra ringan layar compact layar bagus resolusi tinggi cocok kerja mudah dibawa cocok multimedia,hp omnibook 7 aero amd ryzen ai 350 radeon 860m graphics ram 16gb ssd 512gb layar 13.3 inch cpu performa dasar ready grafis menengah multitasking lancar penyimpanan besar ultra ringan compact bagus resolusi tinggi cocok kerja mudah dibawa multimedia nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe netflix kualitas bioskop warna akurat manjakan mata desainer tajam travel cepat office
HP OMNIBOOK 7 OLED 14 CORE 9 270H 32GB 1TB W11+OHS+M365B 14.0 2.8K 120HZ 2Y+2ADP SLV -FS0999TU,HP OMNIBOOK 7 OLED,HP,"23,849,000.00",23849000,Windows 11,Intel Graphics,Intel,Intel Core 9 270H,Intel,32 GB,32,LPDDR5,1 TB,1024,SSD,1.41 kg,1.41,14 Inch,14.0,OLED,2.8K 2880 x 1800,"Brand: HP | Tipe: OMNIBOOK 7 | Color: Meteor Silver | Operating System: Windows 11 Home SL + Microsoft Office Home and Student + Microsoft 365 Basic | Processor: Intel Core 9 270H (up to 5.8 GHz, 24MB Cache, 14 Cores, 20 Threads) | Graphics: Intel Graphics | RAM: 32 GB LPDDR5-5200 (Onboard) | Storage: 1 TB PCIe Gen4 NVMe SSD | Main Display Size: 14 Inch | Main Display Type: 2.8K 2880 x 1800 OLED, 48-120Hz, 0.2ms, UWVA, BrightView, Low Blue Light, 100% DCI-P3 | Display Resolution: 2880 x 1800, SDR 400 nits, HDR 500 nits | Camera: 5MP IR Camera with Temporal Noise Reduction Dual Array Microphones | Audio: DTS:X Ultra Dual Speakers HP Audio Boost Poly Studio | Battery: 4-Cell 68 Wh Charger: 100 W USB Type-C Adapter | Connectivity: Wi-Fi 6E AX211, Bluetooth 5.3 | Ports: 1x USB Type-A 10Gbps 1x USB Type-A 5Gbps 1x HDMI 2.1 1x Headphone / Microphone Combo Jack 1x USB Type-C 10Gbps (PD 3.1, DP 1.4a, HP Sleep and Charge) 1x Thunderbolt 4 USB Type-C 40Gbps (PD 3.1, DP 1.4, HP Sleep and Charge) 2x M.2 SSD Slot | Dimension: | Weight: 1.41 kg | Warranty: Official HP Warranty 2 Years with Accidental Damage Protection",https://www.agres.id/products/hp-omnibook-7-oled-14-core-9-270h-32gb-1tb-w11ohsm365b-140-2.8K-120hz-2yadp-slv--fs0999tu,https://res.cloudinary.com/dbuug9eey/image/upload/v1765192462/products/pxzo5knxcat2ttatel68.jpg,"ringan, tipis, mudah dibawa, travel, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking ekstrem penyimpanan sangat besar ringan layar sedang layar oled resolusi tinggi mudah dibawa cocok office cocok multimedia,hp omnibook 7 oled intel core 9 270h graphics grafis terintegrasi ram 32gb ssd 1tb layar 14.0 inch cpu performa dasar ringan multitasking ekstrem penyimpanan sangat besar sedang resolusi tinggi mudah dibawa cocok office multimedia nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe netflix kualitas bioskop warna akurat manjakan mata desainer tajam travel sultan premium mulus gaming cepat lancar
HP OMNIBOOK ULTRA FLIP 14 OLED ULTRA 9 288V 32GB 2TB W11+OHS 14.0 2.8K VRR 120HZ 2Y+2ADP 2IN1 EVO BLU -FH0556TU,HP OMNIBOOK ULTRA FLIP,HP,"31,949,000.00",31949000,Windows 11,Intel Arc Graphics,Intel,Intel Core Ultra 9 288V,Intel,32 GB,32,LPDDR5X,2 TB,2048,SSD,1.34 kg,1.34,14 Inch,14.0,OLED,2.8K 2880 x 1800,"Brand: HP | Tipe: Omnibook Ultra Flip 14 | Color: Atmospheric Blue | Operating System: Windows 11 Home Single Language + Microsoft Office Home and Student | Processor: Intel Core Ultra 9 288V, 8 Cores, up to 5.1 GHz | Graphics: Intel Arc Graphics | RAM: 32 GB LPDDR5X-8533 Onboard | Storage: 2 TB SSD NVMe PCIe Gen4 | Main Display Size: 14 Inch | Main Display Type: OLED Touchscreen, Gorilla Glass 5, Low Blue Light | Display Resolution: 2.8K 2880 x 1800, VRR 48–120 Hz, SDR 400 nits, HDR 500 nits | Camera: 9 MP IR AI Camera | Audio: DTS:X Ultra Quad Speakers, Poly Studio, HP Audio Boost | Battery: 64 Wh | Connectivity: Wi-Fi 7, Bluetooth 5.4 | Ports: 2x Thunderbolt 4 USB-C 1x USB-C 1x Audio Jack | Dimension: | Weight: 1.34 kg | Warranty: Official HP Warranty 2 Years + ADP",https://www.agres.id/products/hp-omnibook-ultra-flip-14-oled-ultra-9-288v-32gb-2tb-w11ohs-140-28k-vrr-120hz-2yadp-2in1-evo-blu--fh0556tu,https://res.cloudinary.com/dbuug9eey/image/upload/v1765427214/products/hggak3dsvw1a0yxlral2.jpg,"gaming berat, editing video, render 3d, ringan, tipis, mudah dibawa, travel, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa sangat tinggi grafis modern multitasking ekstrem penyimpanan sangat besar ringan layar sedang layar oled resolusi tinggi mudah dibawa cocok multimedia,hp omnibook ultra flip intel core 9 288v arc graphics grafis terintegrasi ram 32gb ssd 2tb layar 14.0 inch cpu performa sangat tinggi modern multitasking ekstrem penyimpanan besar ringan sedang oled resolusi mudah dibawa cocok multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam gaming berat editing render 3d travel sultan premium mulus cepat lancar office kuliah presentasi
HP VICTUS 15 I5 13420H RTX3050 6GB/ 16GB 512GB W11+OHS 15.6FHD 144HZ BLIT 2Y+2ADP SLV -FA2716TX,HP VICTUS 15 I5,HP,"16,999,000.00",16999000,Windows 11,NVIDIA GeForce RTX 3050,NVIDIA,Intel Core i5 13420H,Intel,16 GB,16,DDR4,512 GB,512,SSD,2.29 kg,2.29,"15,6 Inch",15.6,IPS,FHD 1920 x 1080,"Brand: HP | Tipe: Victus 15 | Color: Mica Silver | Operating System: Windows 11 Home Single Language + Microsoft Office Home and Student | Processor: Intel Core i5 13420H, 8 Cores 12 Threads, up to 4.6 GHz | Graphics: NVIDIA GeForce RTX 3050 Laptop GPU, 6 GB VRAM | RAM: 16 GB DDR4 3200 MHz (1x 16 GB, Up to 64 GB) | Storage: 512 GB SSD PCIe Gen4 NVMe M.2 | Main Display Size: 15.6 Inch | Main Display Type: IPS Anti Glare Micro Edge | Display Resolution: FHD 1920 x 1080 Refresh Rate: 144 Hz Brightness: 300 nits | Camera: HP Wide Vision 720p HD Webcam with Temporal Noise Reduction | Audio: DTS X Ultra Dual Speakers HP Audio Boost | Battery: 52.5 Wh Charger: 120 W AC Adapter | Connectivity: Wi Fi 6, Bluetooth 5.4 | Ports: 2x USB Type A 5 Gbps 1x USB Type C 5 Gbps with DisplayPort 1.4a HP Sleep and Charge 1x HDMI 2.1 1x Audio jack 1x Ethernet RJ45 1x SD Card Reader 1x AC Smart Pin | Weight: 2.29 kg | Warranty: Official HP Warranty 2 Years + Accidental Damage Protection 2 Years",https://www.agres.id/products/hp-victus-15-i5-13420h-rtx3050-6gb-16gb-512gb-w11ohs-156fhd-144hz-blit-2y2adp-slv-fa2716tx,https://res.cloudinary.com/dbuug9eey/image/upload/v1769480197/products/pzdxo7huslzqeeec4bec.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, menengah, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa menengah gaming berat multitasking lancar penyimpanan besar berat layar sedang layar bagus resolusi standar cocok gaming cocok kerja,hp victus 15 i5 intel core 13420h nvidia geforce rtx 3050 ram 16gb ssd 512gb layar 15.6 inch cpu performa menengah gaming berat multitasking lancar penyimpanan besar sedang bagus resolusi standar cocok kerja nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing nyaman multimedia mulus cepat office
